"","INDEX","TARGET_FLAG","TARGET_AMT","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","PARENT1","HOME_VAL","MSTATUS","SEX","EDUCATION","JOB","TRAVTIME","CAR_USE","BLUEBOOK","TIF","CAR_TYPE","RED_CAR","OLDCLAIM","CLM_FREQ","REVOKED","MVR_PTS","CAR_AGE","URBANICITY","OLD_CLAIM"
"415",415,1,2503.33071223236,1,23,2,12,19.672315572906,1,3.65262427086695,2,2,2,3,1,1,16.8522995463527,1,3,1,1,1,2,2,3,2,0.693147180559945
"416",416,1,7.84867112461239e-12,1,40,3,1,1,1,2.60429068714022,2,1,1,5,10,2,1,5,5,1,592,4,1,2,6,2,6.38519439899773
"417",417,0,0,1,42,1,12,24.2280828791714,1,4.97785329100082,2,1,1,5,9,1,31.1287648325468,6,3,1,1,1,1,2,11,1,0.693147180559945
"418",418,1,1.77349586230999e-09,1,21,3,15,30.0333148353624,2,4.96360453597079,1,1,1,8,18,2,8.60232526704263,9,4,1,419,3,1,1,18,2,6.04025471127741
"419",419,0,0,2,21,3,14,30.199337741083,1,5.11590702188818,2,2,1,2,20,2,34.6265793863616,9,1,1,1,1,1,2,9,1,0.693147180559945
"420",420,1,5.9183816638204e-10,2,45,2,12,32.4037034920393,1,5.64577318894573,2,2,1,7,45,2,35.7351367704113,1,5,2,1,1,1,1,2,2,0.693147180559945
"421",421,1,10.8961574449822,1,34,1,1,1,1,1,1,1,1,5,29,2,7,3,4,1,1,1,1,6,10,2,0.693147180559945
"422",422,1,390.696777313424,1,33,1,9,15.52417469626,1,4.30977674839506,2,2,2,2,38,1,28.4604989415154,1,6,1,365,3,1,6,2,2,5.90263333340137
"423",423,1,1534000.13741767,1,20,4,16,33.6452076825214,2,1,1,1,1,8,42,2,21.9089023002066,1,5,1,41,4,1,9,2,2,3.73766961828337
"424",424,0,0,1,16,4,13,11.1803398874989,1,4.16871049570281,2,1,2,3,33,2,36.5650105975644,9,5,1,1,1,1,5,7,1,0.693147180559945
"425",425,1,2.1016278889957e-13,1,26,1,1,1,1,3.03637027671081,2,1,2,5,28,2,24.738633753706,1,1,1,601,4,1,1,13,2,6.40025744530882
"426",426,1,0.0350985161685297,1,25,1,13,5.8309518948453,1,1,2,1,2,9,19,2,10.4880884817015,11,5,1,338,4,1,6,2,2,5.82600010738045
"427",427,0,0,1,23,2,12,33.4215499341368,2,4.54576487730853,1,1,1,2,23,1,15.52417469626,2,5,1,1,1,1,1,13,1,0.693147180559945
"428",428,1,0.00107569192417154,1,15,3,14,21.9544984001001,1,4.17215713816357,2,1,2,2,44,2,13.8924439894498,16,4,1,1,1,1,3,2,2,0.693147180559945
"429",429,1,5.72089910636149e-05,1,32,1,15,19.2873015219859,1,4.54842399799944,1,2,1,3,45,1,10,3,3,2,1,1,1,1,8,2,0.693147180559945
"430",430,1,341772962.938716,1,49,2,15,26.5518360947035,1,5.20149002853388,2,1,2,8,26,2,29.2574776766556,2,4,1,741,2,1,8,2,2,6.60934924316738
"431",431,1,1.93820709450277e-11,1,29,1,7,38.5875627631495,1,5.85227200146126,2,1,2,2,22,1,22.2036033111745,3,5,1,608,4,1,1,11,2,6.4118182677099
"432",432,0,0,1,22,1,15,41.7013189239861,1,6.07497194845308,2,2,4,6,21,2,30.9192496674806,9,1,2,1,1,1,2,14,2,0.693147180559945
"433",433,0,0,1,38,2,16,32.5115364140177,1,5.40427272933375,2,1,1,2,68,1,31.0644491340181,8,1,1,1,1,1,1,13,1,0.693147180559945
"434",434,0,0,2,23,3,15,15.6843871413581,1,3.77926670891136,2,2,2,2,29,2,13.7113092008021,5,1,2,1,1,1,1,2,1,0.693147180559945
"435",435,1,0.0401311789543824,1,29,1,14,16.7630546142402,1,4.19265975619856,2,2,3,6,40,2,20.4205778566621,1,3,2,515,3,1,5,19,2,6.24610676548156
"436",436,1,817896.995815749,2,24,3,11,40.4722126896961,2,1,1,2,3,1,29,1,29.2403830344269,2,6,1,21,3,1,6,14,2,3.09104245335832
"437",437,0,0,1,28,1,14,39.6862696659689,1,5.98489677247191,2,2,3,6,1,2,28.2488937836511,3,6,2,1,1,1,1,24,2,0.693147180559945
"438",438,0,0,1,39,1,13,41.988093550434,1,1,1,2,4,4,27,2,36.7287353444139,6,1,1,1,1,1,3,14,2,0.693147180559945
"439",439,1,1.04820778922127e-06,1,24,1,13,34.2344855372474,1,5.47722557505166,2,1,1,7,33,2,16.2480768092719,1,5,1,445,3,1,5,4,2,6.10031895202006
"440",440,1,4.47163564234421e-09,1,29,1,11,34.6554469023269,1,5.42631216653363,1,1,1,2,58,2,25.6320112359526,15,5,1,1,1,1,1,11,2,0.693147180559945
"441",441,0,0,1,22,1,8,40.9633982965281,1,5.96850284921719,2,1,1,7,4,2,35.665109000254,1,3,1,1,1,1,1,14,2,0.693147180559945
"442",442,1,0.00108277412330673,1,36,1,13,23.832750575626,1,4.87972968509336,2,2,1,2,25,1,19.157244060668,5,1,1,1,1,1,1,2,2,0.693147180559945
"443",443,0,0,1,28,1,14,33.0907842155486,1,5.28134938836304,2,1,1,8,6,2,10.1980390271856,10,5,1,1,1,1,1,9,2,0.693147180559945
"444",444,0,0,2,19,2,10,5.3851648071345,1,1,2,1,2,9,34,1,8.36660026534076,9,4,1,1,1,1,4,11,1,0.693147180559945
"445",445,0,0,1,32,1,1,1,1,1,1,2,2,9,60,2,3.87298334620742,9,1,2,1,1,1,1,8,1,0.693147180559945
"446",446,0,0,1,42,3,17,22.494443758404,1,4.56428161444927,2,1,2,3,26,2,19.6977156035922,6,5,1,1,1,1,1,4,1,0.693147180559945
"447",447,0,0,1,23,4,1,1,2,2.91295063024394,1,1,2,5,24,2,12.7671453348037,6,4,1,1,1,1,4,7,1,0.693147180559945
"448",448,1,96739.6508547668,1,36,1,14,42.0594816896262,1,1,1,1,4,7,32,2,35.1425667816112,1,5,1,1,1,1,4,18,2,0.693147180559945
"449",449,1,0.00227279806443521,1,23,1,10,17.6351920885484,1,1,1,1,2,2,36,1,27.7668867538296,1,5,1,1,1,1,2,11,2,0.693147180559945
"450",450,1,1015.92226617508,2,23,3,16,20.0499376557634,2,1,1,1,2,2,23,2,20.8566536146142,1,5,1,1,1,1,6,7,2,0.693147180559945
"451",451,0,0,1,22,2,12,31.224989991992,1,5.37714279051635,2,1,3,8,22,2,35.3694783676548,5,3,1,1,1,1,1,2,2,0.693147180559945
"452",452,0,0,1,40,1,15,31.6069612585582,1,5.50890023607136,2,2,1,8,34,2,25.1793566240283,6,1,2,255,2,1,8,12,2,5.54517744447956
"453",453,1,1.03667970347556,1,33,1,14,31.8747549010185,1,1,1,2,2,2,39,2,26.4196896272458,1,1,2,229,2,1,4,2,2,5.4380793089232
"454",454,1,0.00727164316455029,2,23,4,10,40.3360880601974,1,6.00923790264086,2,1,1,2,19,1,32.8024389337135,10,1,1,1,1,1,3,10,2,0.693147180559945
"455",455,1,0.000811155791835313,1,29,1,11,22.7596133534821,1,1,1,1,1,9,69,1,22.1810730128188,13,5,1,1,1,1,1,9,2,0.693147180559945
"456",456,1,28747972.543652,1,34,1,12,28.4077454226836,1,1,1,2,2,2,37,2,25.475478405714,3,1,2,756,2,2,6,8,2,6.62936325343745
"457",457,1,0.0248843448597237,1,18,4,12,36.4554522671164,2,5.46960241729718,1,1,1,2,51,1,27.8747197295327,5,1,1,1,1,1,1,11,2,0.693147180559945
"458",458,1,27437210348185664,1,42,1,14,31.9374388453426,1,4.93473315628838,1,1,2,2,38,1,26.6645832519468,3,3,1,316,4,1,12,2,2,5.75890177387728
"459",459,0,0,1,37,1,13,38.1968585095686,1,5.81194386656556,1,2,4,7,14,2,24.4744765010408,3,1,1,1,1,1,1,16,2,0.693147180559945
"460",460,1,9.0943423487017e-09,1,18,3,1,1,1,2.39678172692843,2,1,2,9,25,2,10.5356537528527,9,4,1,641,2,1,1,2,2,6.46458830368996
"461",461,0,0,1,38,1,10,25.0199920063936,1,4.98190197534854,2,2,2,3,24,1,20,5,3,1,1,1,1,1,7,1,0.693147180559945
"462",462,0,0,1,37,1,16,27.4043792120894,1,4.93265142911932,2,1,1,2,37,1,35.7770876399966,3,1,1,1,1,1,1,4,1,0.693147180559945
"463",463,0,0,1,35,1,11,3.87298334620742,1,1,1,1,4,5,49,2,20.5182845286832,10,1,1,1,1,1,1,18,1,0.693147180559945
"464",464,1,3.45402660604463e-17,3,19,3,10,32.9089653438087,1,5.42004258683793,2,2,1,2,45,2,6.2449979983984,3,1,2,197,3,1,1,8,2,5.28826703069454
"465",465,0,0,1,40,1,14,34.8711915483254,1,5.49840276040797,2,2,4,4,23,2,34.7994252826106,5,1,2,1,1,1,4,16,2,0.693147180559945
"466",466,0,0,1,28,1,7,34.2490875790874,1,5.72601018349688,1,2,3,6,22,2,25.7099202643649,1,1,2,1,1,1,1,20,2,0.693147180559945
"467",467,1,3.98261242897543,2,25,4,12,30.7408522978788,2,1,1,2,2,3,33,2,21.0237960416286,2,3,2,483,4,1,6,2,2,6.18208490671663
"468",468,1,1.40849733260054e-06,1,12,2,1,1,1,1,2,1,2,5,38,2,19.5959179422654,1,5,1,1,1,2,1,2,2,0.693147180559945
"469",469,1,5.99157676426704,1,30,1,12,26.8700576850888,1,4.59034938819536,2,2,3,6,32,2,19.6468827043885,9,3,1,1,1,2,1,17,2,0.693147180559945
"470",470,1,842.894064159775,1,29,1,12,37.6563407675255,1,1,1,1,2,7,47,2,31.3368792319848,3,4,1,580,2,1,6,8,2,6.36475075685191
"471",471,0,0,1,29,1,17,26.5894716006167,1,5.00399520894034,2,1,1,8,9,2,27.1293199325011,3,1,1,31,2,1,1,13,2,3.46573590279973
"472",472,1,0.00123167705581998,1,13,1,1,1,1,1,1,2,2,9,21,1,7.34846922834953,1,3,2,123,4,1,4,10,2,4.82028156560504
"473",473,0,0,1,26,3,11,18.7349939951952,1,4.35284910391992,2,1,2,3,43,1,37.1483512420134,5,2,2,1,1,2,1,7,1,0.693147180559945
"474",474,0,0,1,20,1,13,27.6767050061961,1,1,1,1,2,3,25,2,12.7671453348037,5,5,1,1,1,1,1,2,1,0.693147180559945
"475",475,1,8395.09099702547,1,40,1,12,37.1483512420134,1,1,1,1,1,7,8,1,35.2845575287547,5,3,1,511,3,1,6,14,2,6.23832462503951
"476",476,0,0,1,34,1,13,35.6931365951495,1,5.48178423532279,2,1,4,5,22,2,31.3847096529504,2,4,1,732,3,1,4,18,1,6.59714570188665
"477",477,1,7.94783379262354e-09,4,23,4,13,27.0739727413618,1,4.55901411390956,2,2,2,2,32,1,34.2782730020052,1,2,1,199,2,1,1,6,2,5.29831736654804
"478",478,1,7065.29349832412,1,15,3,13,24.0624188310319,2,1,1,1,2,2,30,2,8.83176086632785,3,5,1,716,4,2,6,2,2,6.57507584059962
"479",479,0,0,1,29,1,7,22.0680764907139,1,4.88831323573859,2,1,2,3,10,2,15.2643375224737,1,5,1,724,4,1,2,7,1,6.58617165485467
"480",480,1,3.85276383265189e-11,2,21,2,7,17.3781471969828,1,3.49963551158058,2,1,2,3,48,2,13.3790881602597,6,5,1,1,1,1,1,2,2,0.693147180559945
"481",481,0,0,1,33,1,13,33.9705755029261,1,5.4105972255019,2,1,3,6,2,2,32.0624390837628,1,1,1,1,1,1,1,16,2,0.693147180559945
"482",482,1,2.61505842411534e-08,1,32,1,12,36.6878726556883,1,1,1,2,1,8,27,2,1,3,1,2,344,3,1,2,14,2,5.84354441703136
"483",483,1,2393528865.78842,1,34,1,8,41,1,5.96732667360601,1,2,4,7,14,1,35.7071421427142,3,2,2,48,3,1,5,2,2,3.89182029811063
"484",484,1,4.47063158803933e-05,1,29,1,15,22.293496809608,1,4.70007681153984,2,2,2,2,46,1,17.5214154679352,6,3,2,1,1,1,1,8,2,0.693147180559945
"485",485,1,6657.66788262254,1,21,1,1,1,1,1,1,1,2,9,36,2,1.73205080756888,3,4,1,615,3,1,8,7,2,6.42324696353352
"486",486,1,4.1586405213469e-06,1,19,3,13,32.9545141065682,1,4.92220305139593,2,1,2,2,29,1,21.4476105895272,1,4,1,354,3,1,2,2,2,5.87211778947542
"487",487,1,188.30243457957,1,24,2,11,40.8289113251872,2,1,1,1,1,7,29,2,26.5894716006167,8,1,1,1,1,2,2,2,2,0.693147180559945
"488",488,1,0.016458621349537,1,26,1,10,25.6515106767613,1,3.35036895883451,1,1,1,3,33,2,19.4164878389476,3,5,1,246,2,1,6,11,2,5.50938833662798
"489",489,1,0.0966279999795327,1,24,4,13,27.4772633280682,1,4.77759609228602,2,1,2,3,22,2,35.2703841770968,1,1,1,258,3,1,5,13,2,5.55682806169954
"490",490,1,0.000752000944914406,3,28,3,11,33.3616546352246,2,1,1,1,1,3,39,2,25.9422435421457,1,1,1,211,4,1,6,5,2,5.35658627467201
"491",491,1,0.456356943468041,2,22,3,13,24.7184141886165,2,4.7753019278348,1,1,2,3,16,2,16.583123951777,8,5,1,1,1,1,4,7,2,0.693147180559945
"492",492,0,0,1,26,1,12,27.8567765543682,1,4.79809637944494,2,1,2,8,32,2,30.6104557300279,5,1,1,1,1,1,1,2,2,0.693147180559945
"493",493,1,2.47918598041344e-09,1,19,1,10,21.1660104885167,1,4.9859408128569,2,2,4,4,47,2,15.0996688705415,3,1,2,521,4,1,1,15,2,6.25766758788264
"494",494,1,3.23305915492096e-06,3,22,3,14,32.0936130717624,1,5.09524385790262,2,1,2,8,1,1,28,9,3,1,1,1,1,1,8,2,0.693147180559945
"495",495,1,421015.867453586,1,28,1,14,38.6393581727233,1,5.8930052357325,2,2,3,7,39,1,35.3836120259083,3,2,2,1,1,1,4,2,2,0.693147180559945
"496",496,1,81871.1792959087,1,29,1,8,34.5832329315812,1,1,1,1,3,5,52,2,23.7065391822594,3,5,1,1,1,2,4,20,2,0.693147180559945
"497",497,1,1.1782734796665e-07,2,34,2,9,38.5875627631495,1,5.59650958426157,2,2,2,2,1,1,21.9317121994613,1,1,2,605,2,1,1,12,2,6.40687998606931
"498",498,0,0,1,38,1,13,28.3548937575157,1,1,1,2,1,3,25,1,16.6433169770932,5,3,1,1,1,1,1,5,1,0.693147180559945
"499",499,1,0.0521100195025995,1,34,1,15,23.1732604525129,1,1,1,2,3,1,20,1,18.5202591774521,6,3,2,630,4,1,3,20,2,6.44730586254121
"500",500,1,4.72989842677811e-14,2,21,2,10,38.0263066836631,2,1,1,2,1,8,22,2,27.2763633939717,5,1,2,165,5,1,1,12,2,5.11198778835654
"501",501,1,1.19448076296159e-05,1,26,2,13,33.466401061363,1,5.24361079502808,2,1,3,1,17,1,34.9141805001922,1,2,1,629,4,1,2,16,2,6.44571981938558
"502",502,1,1.67174161281624e-06,1,33,1,1,1,1,1,1,1,2,5,4,2,11.3578166916005,6,5,1,1,1,1,1,2,2,0.693147180559945
"503",503,1,9838120.96410727,1,12,4,14,17,2,1,1,1,2,9,5,1,12.1655250605964,6,5,1,793,2,2,3,2,2,6.67708346124714
"504",504,0,0,1,23,3,12,34.3365694267788,2,1,1,2,1,8,1,2,26.4764045897475,2,1,2,1,1,1,1,2,2,0.693147180559945
"505",505,1,4.01029966739367,3,26,4,13,28.7923600977759,2,5.27284340265437,1,1,3,6,35,2,32.5115364140177,9,3,1,370,5,1,6,14,2,5.91620206260743
"506",506,0,0,1,35,1,1,1,1,4.27500489853486,2,2,2,9,58,2,12.6095202129185,3,3,2,1,1,1,3,2,1,0.693147180559945
"507",507,1,1.15902806228612e-06,1,34,1,9,26.9629375254255,1,4.74751043592,2,1,1,2,36,1,20.3715487874634,1,1,1,273,5,1,4,7,2,5.61312810638807
"508",508,1,4.43172505615473e-09,1,31,1,10,12.4498995979887,1,3.87298334620742,2,1,2,3,15,2,26.9629375254255,1,5,1,1,1,1,1,2,2,0.693147180559945
"509",509,1,0.0288521072163347,2,26,3,13,35.8468966578698,2,5.74983047659956,1,1,2,2,27,1,29.4108823397055,6,5,1,89,3,1,3,9,1,4.49980967033027
"510",510,1,0.00189964877672244,2,27,3,13,31.7490157327751,1,5.13816675137039,2,1,1,8,5,2,22.6274169979695,5,5,1,537,2,1,6,11,2,6.28785856016178
"511",511,0,0,1,29,1,13,40.2119385257662,1,5.96497223374211,2,1,4,7,23,1,31.0966236109324,5,3,1,1,1,1,1,10,2,0.693147180559945
"512",512,1,25.2898397053684,1,17,2,11,34.1613817050774,1,5.446539630663,2,1,1,7,37,2,1,12,5,1,426,3,1,9,14,2,6.05678401322862
"513",513,1,0.000279378704063563,2,20,4,7,19.6214168703486,2,1,1,1,2,3,33,2,31.9530906173409,11,1,1,1,1,1,1,6,2,0.693147180559945
"514",514,0,0,1,11,3,12,10,1,3.26757987691675,2,2,2,3,19,2,10.5830052442584,1,1,1,1,1,1,1,2,1,0.693147180559945
"515",515,1,11.8153816116606,1,28,1,12,40.0874045056549,1,1,1,1,3,6,41,2,34.8568501158667,5,3,1,1,1,1,3,13,2,0.693147180559945
"516",516,0,0,1,34,1,12,33.6154726279432,1,1,1,2,1,7,10,2,23.8117617995813,1,1,1,1,1,1,3,9,2,0.693147180559945
"517",517,1,1.29748616302472,1,20,3,12,22.8691932520585,1,4.40641439709744,2,2,2,3,28,1,32.2335229225724,5,2,2,569,5,1,6,7,2,6.3456363608286
"518",518,1,954764142.932696,3,27,3,14,41.0487515035476,2,6.02644502129321,1,1,3,6,12,2,9.9498743710662,10,4,1,806,2,1,9,19,2,6.69332366826995
"519",519,1,1.78380561973526,1,30,1,8,32.9241552663087,1,1,1,2,2,8,39,1,33.391615714128,9,2,2,1,1,1,1,2,2,0.693147180559945
"520",520,1,6.6065648538211e-07,1,32,1,11,24.9799919935936,1,1,1,2,2,2,24,1,31.0644491340181,5,6,2,519,3,1,1,2,2,6.25382881157547
"521",521,0,0,1,28,2,10,28.2665880502051,1,4.59550999149636,2,2,2,3,47,2,26.9814751264641,1,1,2,1,1,1,2,7,2,0.693147180559945
"522",522,0,0,1,27,1,1,1,1,1,1,1,4,5,22,2,32.1091887160046,10,1,1,1,1,1,2,16,2,0.693147180559945
"523",523,1,8.30020256901303,1,32,1,14,37.5233260785874,1,5.5400377712111,2,2,1,8,72,1,35.1283361405006,5,2,1,1,1,1,3,10,2,0.693147180559945
"524",524,1,0.123310525343017,1,18,1,6,23.4093998214393,1,4.40055868396697,1,2,3,8,25,2,19.8494332412792,1,1,2,633,3,1,4,10,2,6.45204895443723
"525",525,1,2.38584556240821e-06,1,24,1,12,29.732137494637,1,4.80937282942805,1,2,1,7,50,2,20.1990098767242,1,1,1,424,2,1,2,14,2,6.05208916892442
"526",526,0,0,1,39,2,14,27.9105714739057,1,5,2,2,1,7,34,2,25.3377189186399,1,1,2,1,1,1,1,10,2,0.693147180559945
"527",527,0,0,1,34,1,13,30.0832179129826,1,5.40743775132242,2,2,3,6,9,2,23.5584379787795,9,1,1,1,1,1,3,14,2,0.693147180559945
"528",528,0,0,1,24,2,13,41.0121933088198,1,5.97085311659496,2,2,4,1,58,1,31.8904374382039,3,6,1,1,1,1,1,12,1,0.693147180559945
"529",529,0,0,1,21,5,20,20.2977831301844,1,4.06108636973786,2,1,2,3,11,2,31.3209195267317,9,1,1,1,1,1,1,5,1,0.693147180559945
"530",530,1,1723.02886974091,1,34,1,15,38.405728739343,1,5.87336161165994,2,1,2,2,29,1,33.7490740613724,16,1,1,113,2,1,4,2,2,4.7361984483945
"531",531,0,0,1,45,1,12,22.113344387496,1,5.07814867018043,2,1,3,6,8,2,30.886890422961,1,1,1,442,2,1,4,13,1,6.09356977004514
"532",532,1,8.12005134501287e-06,1,30,1,9,40.348482003664,1,1,1,1,3,6,24,2,21.4009345590327,1,5,1,1,1,1,1,23,2,0.693147180559945
"533",533,1,0.00606224123379018,1,30,1,10,30.4959013639538,1,4.60321845021688,1,1,1,2,10,1,31.3049516849971,1,1,1,1,1,1,2,9,2,0.693147180559945
"534",534,1,134532.123508072,1,36,1,12,37,1,5.56776436283002,2,2,2,2,1,1,29.6816441593117,12,6,1,700,2,2,4,9,2,6.55250788703459
"535",535,0,0,1,30,1,13,31.0161248385416,1,5.60504738113872,2,2,1,8,20,2,24.3926218353009,9,1,1,1,1,1,1,11,2,0.693147180559945
"536",536,1,5.78405618867267e-06,1,36,1,9,40.5092582010582,1,5.9918816862512,2,2,1,8,39,1,30.2820078594534,1,6,1,1,1,1,1,10,2,0.693147180559945
"537",537,1,7585.45007176817,1,38,1,13,25.0599281722833,1,1,1,1,3,6,20,2,19.2093727122985,6,1,1,1,1,2,1,10,2,0.693147180559945
"538",538,0,0,1,24,1,8,23.43074902772,1,4.64369019776813,2,1,1,5,40,2,17.2046505340853,3,5,1,1,1,1,1,12,1,0.693147180559945
"539",539,1,100809.207161058,1,39,1,14,39.2300904918661,1,1,1,2,4,6,6,2,27.6405499221705,6,6,1,1,1,1,3,11,2,0.693147180559945
"540",540,0,0,1,21,1,8,37.322915213043,1,5.61778138379547,2,1,1,7,16,2,29.4957624075053,9,5,1,1,1,1,1,15,2,0.693147180559945
"541",541,0,0,1,39,1,13,41.2310562561766,1,6.05367362876604,2,1,3,6,7,2,36.9459064038223,5,3,1,1,1,1,4,16,2,0.693147180559945
"542",542,0,0,1,24,1,1,1,1,1,1,1,2,5,36,2,22.5166604983954,3,5,1,1,1,1,1,2,1,0.693147180559945
"543",543,1,4.79254644947037e-07,1,37,1,13,24.8797106092495,1,1,1,1,3,6,30,2,19.7989898732233,1,5,1,342,3,1,1,16,2,5.83773044716594
"544",544,1,4.48256012546707,1,14,2,9,20.0748598998847,2,3.9069601383267,1,2,1,3,43,2,7.54983443527075,9,1,1,110,2,1,5,10,2,4.70953020131233
"545",545,0,0,1,44,1,15,42.2137418384109,1,6.08720088606396,2,2,2,2,38,1,35.2420203734122,1,1,1,1,1,1,1,10,1,0.693147180559945
"546",546,0,0,1,35,1,15,8.18535277187245,1,1,2,2,2,9,16,2,4.89897948556636,1,1,1,475,3,1,1,8,2,6.16541785423142
"547",547,0,0,1,22,1,11,39.1279950930277,1,1,1,2,3,6,20,2,35.4400902933387,3,1,2,1,1,1,1,17,2,0.693147180559945
"548",548,1,56337588412.59,1,46,1,16,25.2784493195291,1,1,1,2,2,2,18,1,26.7020598456374,1,5,1,454,4,1,9,10,2,6.12029741895095
"549",549,1,2.52456443881805,1,36,1,13,33.7638860322683,1,1,1,2,1,2,19,1,29.2574776766556,1,6,2,1,1,1,4,2,2,0.693147180559945
"550",550,0,0,1,24,1,1,1,1,1,2,1,2,5,45,2,9.59166304662544,6,5,1,830,4,1,1,8,1,6.72262979485545
"551",551,0,0,1,22,3,13,22.8910462845192,2,1,1,2,2,3,40,2,8.77496438739212,1,3,2,1,1,1,1,11,1,0.693147180559945
"552",552,0,0,4,28,4,15,29.3087017795057,1,5.3166331498614,2,2,1,3,18,1,32.2645316098034,1,2,2,1,1,1,1,10,1,0.693147180559945
"553",553,0,0,1,37,1,12,40.9878030638384,1,6.04463826981319,2,1,3,6,34,2,25.9807621135332,14,5,1,1,1,1,1,2,2,0.693147180559945
"554",554,1,0.023804351425776,1,18,1,13,30.2820078594534,1,1,1,2,2,2,29,2,15.3297097167559,1,3,1,1,1,1,3,2,2,0.693147180559945
"555",555,0,0,1,36,1,10,19.8997487421324,1,1,1,1,3,7,13,2,26.3248931621764,16,1,1,1,1,2,1,16,2,0.693147180559945
"556",556,0,0,1,30,1,13,17.6635217326557,1,4.14784890444255,2,2,2,3,60,1,15.7162336455017,1,3,2,1,1,1,1,11,1,0.693147180559945
"557",557,1,1.29443935757723e-12,1,23,1,15,17.7200451466693,1,3.69794460899259,2,1,2,3,46,2,25.8650343127551,1,5,1,374,3,1,1,2,2,5.92692602597041
"558",558,0,0,1,37,1,1,1,1,1,1,1,2,9,25,2,27.6224546338663,1,5,1,1,1,1,1,2,1,0.693147180559945
"559",559,1,1.95172811854488e-07,2,26,3,14,35.5527776692624,1,5.52379331662443,2,2,2,2,29,1,31.4324672910034,1,6,2,1,1,1,1,4,2,0.693147180559945
"560",560,1,3.99006743554968e-11,1,27,3,16,11.0453610171873,1,3.76060309308639,2,1,2,3,26,2,19.94993734326,3,3,2,58,3,1,1,2,2,4.07753744390572
"561",561,0,0,1,13,3,13,38.2883794381533,1,5.8055662163742,2,1,3,1,5,2,20.0249843945008,6,5,1,1,1,1,1,16,2,0.693147180559945
"562",562,1,2.29615563927272e-13,1,33,1,1,1,1,2.80606626329668,2,1,1,5,40,2,1,10,4,1,734,3,1,1,2,2,6.59987049921284
"563",563,1,1.0582735564049e-06,1,20,3,13,22.781571499789,1,4.09427095027188,2,1,2,3,42,2,22.5831795812724,1,5,1,1,1,1,2,2,2,0.693147180559945
"564",564,1,1.18786973644305e-08,1,35,1,12,31.8904374382039,1,5.11029644095146,1,2,3,6,46,2,3.3166247903554,8,1,2,612,5,1,1,21,2,6.41836493593621
"565",565,1,2.76080768875197e-16,3,43,3,10,8.77496438739212,1,4.48049772903466,2,1,1,5,59,2,19.4679223339318,1,1,1,20,5,1,1,9,2,3.04452243772342
"566",566,1,1.22243496188747e-09,1,27,1,11,31.1929479209644,1,5.19436956005867,2,2,1,7,21,1,29.6647939483827,5,6,2,128,2,1,1,5,2,4.85981240436167
"567",567,1,5468.73160411,3,25,3,9,30,2,1,1,1,2,2,33,1,30.2654919008431,1,4,1,1,1,2,3,2,2,0.693147180559945
"568",568,1,4.39423199301067e-10,2,21,3,13,22.7376340018041,1,4.05734859645487,2,2,2,2,30,2,15.9373774505092,1,3,2,1,1,1,1,2,2,0.693147180559945
"569",569,1,4.06631661452485e-08,1,21,2,8,26.6458251889485,2,5.08386624200914,1,1,1,8,26,2,25.1793566240283,9,4,1,678,4,1,3,14,2,6.5206211275587
"570",570,1,0.181480110407405,1,17,2,10,23.259406699226,2,4.7144576327392,1,1,3,6,45,2,15.556349186104,7,5,1,820,4,2,2,2,2,6.71052310945243
"571",571,0,0,1,37,1,1,1,1,2.57550957690139,2,1,2,5,29,2,23.5372045918796,6,1,1,1,1,1,1,9,2,0.693147180559945
"572",572,0,0,1,30,1,14,14.456832294801,1,1,2,2,2,9,14,1,12.2882057274445,5,1,2,1,1,1,1,2,2,0.693147180559945
"573",573,1,1283010.7595818,1,33,1,10,33.166247903554,1,1,1,2,3,7,1,1,15.3622914957372,1,3,2,1,1,1,4,14,2,0.693147180559945
"574",574,0,0,1,28,2,14,32.2490309931942,1,5.42787617077918,2,2,1,8,39,2,24.7184141886165,5,1,1,1,1,1,1,11,2,0.693147180559945
"575",575,1,7.85654803682108e-09,1,30,1,10,38.8072158238645,1,5.72734134950183,2,1,1,7,43,2,16.6132477258361,1,5,1,1,1,1,2,3,2,0.693147180559945
"576",576,0,0,1,28,1,11,30.8706980808663,1,5.00199880111877,2,1,1,5,44,2,34.5976877840124,12,1,1,1,1,1,1,10,1,0.693147180559945
"577",577,0,0,1,27,1,11,21.9317121994613,1,1,1,1,2,2,32,1,24.0208242989286,5,4,1,1,1,1,2,9,1,0.693147180559945
"578",578,0,0,1,43,1,15,38.4317577011513,1,5.84602557138353,2,1,4,4,30,2,31.9530906173409,3,4,1,305,3,1,1,14,2,5.72358510195238
"579",579,1,1.9625425429052e-05,3,28,4,8,1,1,4.85151570046719,2,1,1,9,34,2,19.4935886896179,12,4,1,1,1,2,2,13,2,0.693147180559945
"580",580,1,1.08585482490614e-05,1,41,1,11,36.8103246386119,1,1,1,2,3,7,39,2,13.228756555323,1,3,2,607,3,1,1,13,2,6.41017488196617
"581",581,0,0,1,42,3,15,11.7898261225516,1,4.2653728323161,2,1,2,9,46,2,21,1,5,1,1,1,1,1,2,1,0.693147180559945
"582",582,1,803967862.651911,1,36,1,1,1,1,1,2,1,2,9,27,1,22.0907220343745,5,1,1,145,3,1,8,5,2,4.98360662170834
